time,open,high,low,close,tick_volume,spread,real_volume,sl_buy,tp_buy,sl_sell,tp_sell,result_buy,close_buy,close_buy_hor,m_buy,result_sell,close_sell,close_sell_hor,m_sell,signal
2025-01-02 04:05:00,21293.13,21305.25,21289.37,21295.75,552,450,0,21285.102139,21317.045722,21306.397861,21274.454278,1.0,21295.75,21301.5,0.2875,0.0,0.0,0.0,0.0,1
2025-01-02 04:10:00,21295.5,21300.87,21290.75,21293.5,448,450,0,21282.853264,21314.793472,21304.146736,21272.206528,1.0,21293.5,21309.62,0.8059999999999491,0.0,0.0,0.0,0.0,1
2025-01-02 04:15:00,21293.25,21298.62,21285.88,21298.5,494,450,0,21287.850764,21319.798472,21309.149236,21277.201528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 04:20:00,21298.62,21306.87,21295.0,21297.63,432,450,0,21286.981199,21318.927602,21308.278801,21276.332398000002,1.0,21297.63,21306.5,0.44349999999994905,0.0,0.0,0.0,0.0,1
2025-01-02 04:25:00,21297.5,21320.87,21295.63,21318.88,638,450,0,21308.220574000003,21340.198852,21329.539426,21297.561148,0.0,0.0,0.0,0.0,1.0,21318.88,21311.13,0.3875,-1
2025-01-02 04:30:00,21319.0,21319.5,21307.75,21312.37,474,450,0,21301.713829,21333.682342,21323.026170999998,21291.057657999998,0.0,21312.37,21301.38,-0.5494999999998982,0.0,0.0,0.0,0.0,0
2025-01-02 04:35:00,21311.5,21322.87,21307.25,21321.75,560,450,0,21311.089139,21343.071722,21332.410861,21300.428278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 04:40:00,21321.63,21329.12,21318.63,21325.38,599,450,0,21314.717324,21346.705352,21336.042676,21304.054648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 04:45:00,21324.75,21327.13,21322.5,21325.37,471,450,0,21314.707329,21346.695342,21336.032670999997,21304.044658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 04:50:00,21325.0,21330.38,21313.25,21313.5,604,450,0,21302.843264,21334.813472,21324.156736,21292.186528,0.0,21313.5,21313.38,-0.005999999999949069,0.0,0.0,0.0,0.0,0
2025-01-02 04:55:00,21313.5,21323.5,21313.0,21320.13,473,450,0,21309.469949000002,21341.450102000003,21330.790051,21298.809898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 05:00:00,21319.62,21323.88,21311.13,21315.13,448,450,0,21304.472449,21336.445102,21325.787551,21293.814898,1.0,21315.13,21323.75,0.4309999999999491,0.0,0.0,0.0,0.0,1
2025-01-02 05:05:00,21315.0,21317.37,21308.5,21313.12,483,450,0,21302.463454,21334.433092,21323.776545999997,21291.806908,1.0,21313.12,21320.75,0.3815000000000509,0.0,0.0,0.0,0.0,1
2025-01-02 05:10:00,21314.12,21318.37,21308.88,21311.25,430,450,0,21300.594389,21332.561222,21321.905611,21289.938778,1.0,21311.25,21326.87,0.7809999999999491,0.0,0.0,0.0,0.0,1
2025-01-02 05:15:00,21311.37,21319.13,21306.62,21318.75,452,450,0,21308.090639,21340.068722,21329.409361,21297.431278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 05:20:00,21318.62,21328.88,21315.37,21326.63,461,450,0,21315.966699,21347.956602000002,21337.293301,21305.303398,0.0,0.0,0.0,0.0,1.0,21326.63,21323.88,0.1375,-1
2025-01-02 05:25:00,21325.5,21337.13,21322.37,21328.37,646,450,0,21317.705829,21349.698342,21339.034171,21307.041658,0.0,0.0,0.0,0.0,1.0,21328.37,21321.37,0.35,-1
2025-01-02 05:30:00,21328.25,21331.62,21319.62,21323.0,385,450,0,21312.338514,21344.322972,21333.661486,21301.677028,0.0,0.0,0.0,0.0,0.0,21323.0,21339.87,-0.8434999999999491,0
2025-01-02 05:35:00,21323.25,21323.75,21315.25,21316.12,373,450,0,21305.461954,21337.436092,21326.778046,21294.803907999998,0.0,0.0,0.0,0.0,0.0,21316.12,21348.37,-1.6125,0
2025-01-02 05:40:00,21316.0,21316.88,21302.5,21303.75,528,450,0,21293.098139,21325.053722,21314.401861,21282.446278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 05:45:00,21304.13,21307.0,21292.5,21301.5,660,450,0,21290.849264,21322.801472,21312.150736,21280.198528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 05:50:00,21301.37,21311.25,21301.0,21309.62,455,450,0,21298.965204,21330.929592,21320.274795999998,21288.310407999998,0.0,0.0,0.0,0.0,0.0,21309.62,21344.25,-1.7315000000000509,0
2025-01-02 05:55:00,21309.88,21311.0,21301.62,21304.37,361,450,0,21293.717828999997,21325.674342,21315.022171,21283.065658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 06:00:00,21304.5,21315.25,21303.75,21306.5,460,450,0,21295.846764,21327.806472,21317.153236,21285.193528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 06:05:00,21307.37,21313.38,21298.75,21311.13,463,450,0,21300.474449,21332.441102,21321.785551,21289.818898,0.0,0.0,0.0,0.0,0.0,21311.13,21371.0,-2.993499999999949,0
2025-01-02 06:10:00,21310.25,21312.25,21298.75,21301.38,375,450,0,21290.729324,21322.681352,21312.030676000002,21280.078648000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 06:15:00,21300.87,21305.0,21295.75,21302.12,324,450,0,21291.468954,21323.422092,21312.771045999998,21280.817907999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 06:20:00,21302.12,21304.88,21285.63,21293.5,579,450,0,21282.853264,21314.793472,21304.146736,21272.206528,1.0,21293.5,21366.5,3.65,0.0,0.0,0.0,0.0,1
2025-01-02 06:25:00,21293.25,21303.63,21293.25,21302.37,412,450,0,21291.718828999998,21323.672341999998,21313.021171,21281.067658,1.0,21302.37,21367.13,3.2380000000001017,0.0,0.0,0.0,0.0,1
2025-01-02 06:30:00,21303.0,21313.75,21300.87,21313.38,459,450,0,21302.723324000002,21334.693352000002,21324.036676,21292.066648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 06:35:00,21312.88,21319.88,21312.37,21317.0,427,450,0,21306.341514,21338.316972,21327.658486,21295.683028,1.0,21317.0,21379.62,3.130999999999949,0.0,0.0,0.0,0.0,1
2025-01-02 06:40:00,21317.12,21325.5,21315.37,21323.75,437,450,0,21313.088139,21345.073722,21334.411861,21302.426278,1.0,21323.75,21376.0,2.6125,0.0,0.0,0.0,0.0,1
2025-01-02 06:45:00,21323.62,21324.75,21316.5,21320.75,333,450,0,21310.089639,21342.070722,21331.410361,21299.429278,1.0,21320.75,21361.63,2.044000000000051,0.0,0.0,0.0,0.0,1
2025-01-02 06:50:00,21321.0,21333.13,21319.25,21326.87,413,450,0,21316.206578999998,21348.196841999998,21337.533421,21305.543158,1.0,21326.87,21382.13,2.763000000000102,0.0,0.0,0.0,0.0,1
2025-01-02 06:55:00,21326.63,21328.12,21320.63,21322.0,320,450,0,21311.339014,21343.321972,21332.660986,21300.678028,1.0,21322.0,21380.12,2.905999999999949,0.0,0.0,0.0,0.0,1
2025-01-02 07:00:00,21322.75,21327.5,21319.12,21323.88,473,450,0,21313.218074,21345.203852000002,21334.541926,21302.556148,1.0,21323.88,21379.38,2.775,0.0,0.0,0.0,0.0,1
2025-01-02 07:05:00,21323.88,21328.63,21321.37,21321.37,407,450,0,21310.709328999998,21342.691342,21332.030671,21300.048658,1.0,21321.37,21381.5,3.006500000000051,0.0,0.0,0.0,0.0,1
2025-01-02 07:10:00,21321.38,21341.88,21321.25,21339.87,497,450,0,21329.200079,21361.209842,21350.539921,21318.530157999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 07:15:00,21339.38,21352.12,21335.62,21348.37,695,450,0,21337.695829,21369.718342,21359.044170999998,21327.021657999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 07:20:00,21348.13,21350.75,21343.75,21344.5,486,450,0,21333.827764,21365.844472,21355.172236,21323.155528,1.0,21344.5,21382.25,1.8875,0.0,0.0,0.0,0.0,1
2025-01-02 07:25:00,21344.62,21348.13,21342.12,21347.63,420,450,0,21336.956199,21368.977602000003,21358.303801000002,21326.282398,1.0,21347.63,21386.87,1.961999999999898,0.0,0.0,0.0,0.0,1
2025-01-02 07:30:00,21347.25,21351.0,21338.75,21344.25,434,450,0,21333.577889,21365.594222,21354.922111,21322.905778,1.0,21344.25,21377.5,1.6625,0.0,0.0,0.0,0.0,1
2025-01-02 07:35:00,21344.37,21357.5,21344.37,21350.88,443,450,0,21340.204574,21372.230852,21361.555426000003,21329.529148,1.0,21350.88,21377.25,1.3184999999999492,0.0,0.0,0.0,0.0,1
2025-01-02 07:40:00,21350.75,21362.38,21350.62,21359.12,521,450,0,21348.440454,21380.479091999998,21369.799546,21337.760908,1.0,21359.12,21377.5,0.9190000000000509,0.0,0.0,0.0,0.0,1
2025-01-02 07:45:00,21359.37,21371.0,21358.62,21371.0,419,450,0,21360.314514,21392.370972,21381.685486,21349.629028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 07:50:00,21371.5,21374.0,21364.0,21365.38,442,450,0,21354.697324,21386.745352,21376.062676,21344.014648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 07:55:00,21365.25,21371.37,21362.62,21368.37,348,450,0,21357.685829,21389.738342,21379.054171,21347.001657999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:00:00,21368.5,21370.63,21360.63,21366.5,444,450,0,21355.816764,21387.866472,21377.183236,21345.133528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:05:00,21366.63,21370.87,21366.0,21367.13,294,450,0,21356.446449000003,21388.497102,21377.813551,21345.762898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:10:00,21369.0,21370.87,21362.25,21365.63,324,450,0,21354.947199000002,21386.995602000003,21376.312801,21344.264398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:15:00,21366.0,21379.87,21365.5,21379.62,371,450,0,21368.930204,21400.999592,21390.309795999998,21358.240407999998,0.0,0.0,0.0,0.0,1.0,21379.62,21356.13,1.1744999999998982,-1
2025-01-02 08:20:00,21378.88,21380.0,21372.13,21376.0,360,450,0,21365.312014,21397.375972,21386.687986,21354.624028,0.0,0.0,0.0,0.0,0.0,21376.0,21391.75,-0.7875,0
2025-01-02 08:25:00,21375.75,21376.75,21354.13,21361.63,500,450,0,21350.949199000002,21382.991602000002,21372.310801,21340.268398,1.0,21361.63,21405.13,2.175,0.0,0.0,0.0,0.0,1
2025-01-02 08:30:00,21361.75,21387.25,21359.13,21382.13,602,450,0,21371.438949,21403.512102,21392.821051000003,21360.747898,0.0,0.0,0.0,0.0,0.0,21382.13,21417.63,-1.775,0
2025-01-02 08:35:00,21382.25,21383.75,21376.12,21380.12,445,450,0,21369.429954,21401.500092,21390.810046,21358.739908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:40:00,21379.88,21382.5,21377.88,21379.38,293,450,0,21368.690324,21400.759352,21390.069676000003,21358.000648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:45:00,21379.37,21388.88,21377.0,21381.5,356,450,0,21370.809264,21402.881472,21392.190736,21360.118528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 08:50:00,21381.88,21389.37,21377.38,21388.5,345,450,0,21377.805764,21409.888472,21399.194236,21367.111528,0.0,0.0,0.0,0.0,1.0,21388.5,21330.63,2.893499999999949,-1
2025-01-02 08:55:00,21388.37,21393.75,21384.62,21387.12,332,450,0,21376.426454,21408.507092,21397.813545999998,21365.732907999998,0.0,0.0,0.0,0.0,1.0,21387.12,21334.0,2.655999999999949,-1
2025-01-02 09:00:00,21387.37,21396.0,21382.25,21382.25,624,300,0,21371.558889,21403.632222,21392.941111,21360.867778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 09:05:00,21382.37,21390.62,21379.0,21386.87,505,300,0,21376.176579,21408.256842,21397.563421,21365.483158,0.0,0.0,0.0,0.0,1.0,21386.87,21367.62,0.9625,-1
2025-01-02 09:10:00,21386.75,21386.88,21377.25,21377.5,383,300,0,21366.811264,21398.877472,21388.188736,21356.122528,0.0,0.0,0.0,0.0,1.0,21377.5,21358.25,0.9625,-1
2025-01-02 09:15:00,21377.38,21380.13,21370.63,21377.25,498,300,0,21366.561389,21398.627222,21387.938611,21355.872778,0.0,0.0,0.0,0.0,1.0,21377.25,21373.75,0.175,-1
2025-01-02 09:20:00,21377.12,21381.37,21372.0,21377.5,440,300,0,21366.811264,21398.877472,21388.188736,21356.122528,0.0,0.0,0.0,0.0,1.0,21377.5,21360.38,0.855999999999949,-1
2025-01-02 09:25:00,21377.37,21381.12,21372.87,21380.62,451,300,0,21369.929704,21402.000592,21391.310296,21359.239407999998,0.0,0.0,0.0,0.0,0.0,21380.62,21384.88,-0.21300000000010186,0
2025-01-02 09:30:00,21380.37,21380.37,21359.38,21365.5,627,300,0,21354.817264,21386.865472,21376.182736,21344.134528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 09:35:00,21365.37,21373.88,21364.25,21368.88,431,300,0,21358.195574,21390.248852,21379.564426,21347.511148,0.0,0.0,0.0,0.0,0.0,21368.88,21398.12,-1.461999999999898,0
2025-01-02 09:40:00,21368.62,21371.12,21355.75,21357.0,435,300,0,21346.321514,21378.356972,21367.678486,21335.643028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 09:45:00,21357.5,21358.0,21344.5,21352.75,724,300,0,21342.073639,21374.102722,21363.426361,21331.397278,1.0,21352.75,21392.5,1.9875,0.0,0.0,0.0,0.0,1
2025-01-02 09:50:00,21352.13,21360.63,21350.62,21355.63,467,300,0,21344.952199,21376.985602,21366.307801000003,21334.274398,1.0,21355.63,21389.87,1.711999999999898,0.0,0.0,0.0,0.0,1
2025-01-02 09:55:00,21355.5,21364.0,21351.12,21356.13,644,300,0,21345.451949000002,21377.486102000003,21366.808051,21334.773898,1.0,21356.13,21369.0,0.6434999999999491,0.0,0.0,0.0,0.0,1
2025-01-02 10:00:00,21356.75,21400.0,21352.75,21391.75,1443,300,0,21381.054139,21413.141722,21402.445861,21370.358278,0.0,0.0,0.0,0.0,1.0,21391.75,21388.12,0.18150000000005093,-1
2025-01-02 10:05:00,21392.0,21408.25,21388.75,21405.13,1314,300,0,21394.427449000003,21426.535102,21415.832551,21383.724898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 10:10:00,21404.62,21422.62,21395.25,21417.63,1197,300,0,21406.921199,21439.047602000002,21428.338801,21396.212398,0.0,0.0,0.0,0.0,1.0,21417.63,21383.0,1.7315000000000509,-1
2025-01-02 10:15:00,21417.87,21420.0,21390.12,21405.13,1107,300,0,21394.427449000003,21426.535102,21415.832551,21383.724898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 10:20:00,21405.0,21405.0,21381.25,21382.25,976,300,0,21371.558889,21403.632222,21392.941111,21360.867778,1.0,21382.25,21393.0,0.5375,0.0,0.0,0.0,0.0,1
2025-01-02 10:25:00,21382.13,21382.13,21341.87,21345.5,1532,300,0,21334.827264,21366.845472,21356.172736,21324.154528,1.0,21345.5,21392.0,2.325,0.0,0.0,0.0,0.0,1
2025-01-02 10:30:00,21347.0,21365.37,21316.88,21330.63,1554,300,0,21319.964699,21351.960602000003,21341.295301000002,21309.299398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 10:35:00,21331.0,21352.75,21324.5,21334.0,1347,300,0,21323.333014,21355.333972,21344.666986,21312.666028,1.0,21334.0,21384.25,2.5125,0.0,0.0,0.0,0.0,1
2025-01-02 10:40:00,21334.12,21368.5,21333.25,21346.12,1265,300,0,21335.446954,21367.466092,21356.793046,21324.773908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 10:45:00,21346.25,21373.13,21334.75,21367.62,1275,300,0,21356.936203999998,21388.987591999998,21378.303796,21346.252408,0.0,0.0,0.0,0.0,0.0,21367.62,21384.12,-0.825,0
2025-01-02 10:50:00,21367.75,21371.37,21355.37,21358.25,954,300,0,21347.570889,21379.608222,21368.929111,21336.891778,1.0,21358.25,21393.88,1.781500000000051,0.0,0.0,0.0,0.0,1
2025-01-02 10:55:00,21358.0,21381.75,21355.0,21373.75,1091,300,0,21363.063139,21395.123722,21384.436861,21352.376278,0.0,0.0,0.0,0.0,0.0,21373.75,21398.0,-1.2125,0
2025-01-02 11:00:00,21373.88,21379.0,21348.88,21360.38,1519,300,0,21349.699824,21381.740352,21371.060176000003,21339.019648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 11:05:00,21360.5,21390.13,21356.5,21384.88,1231,300,0,21374.187574,21406.264852,21395.572426000002,21363.495148,0.0,0.0,0.0,0.0,0.0,21384.88,21395.75,-0.543499999999949,0
2025-01-02 11:10:00,21384.88,21398.87,21382.88,21394.25,1040,300,0,21383.552889,21415.644222,21404.947111,21372.855778,0.0,0.0,0.0,0.0,1.0,21394.25,21377.0,0.8625,-1
2025-01-02 11:15:00,21394.37,21403.88,21387.75,21398.12,931,300,0,21387.420953999997,21419.518092,21408.819046,21376.721908,0.0,0.0,0.0,0.0,1.0,21398.12,21396.13,0.09949999999989814,-1
2025-01-02 11:20:00,21398.5,21398.75,21382.63,21398.38,881,300,0,21387.680824000003,21419.778352,21409.079176,21376.981648,0.0,0.0,0.0,0.0,1.0,21398.38,21384.25,0.706500000000051,-1
2025-01-02 11:25:00,21398.63,21398.63,21378.37,21392.5,935,300,0,21381.803764,21413.892472,21403.196236,21371.107528,0.0,0.0,0.0,0.0,1.0,21392.5,21385.87,0.3315000000000509,-1
2025-01-02 11:30:00,21393.0,21397.0,21383.87,21389.87,845,300,0,21379.175079,21411.259842,21400.564920999997,21368.480158,0.0,0.0,0.0,0.0,0.0,21389.87,21394.13,-0.21300000000010186,0
2025-01-02 11:35:00,21390.37,21394.12,21360.13,21369.0,1044,300,0,21358.315514,21390.368972,21379.684486,21347.631028,1.0,21369.0,21401.87,1.6434999999999491,0.0,0.0,0.0,0.0,1
2025-01-02 11:40:00,21369.25,21391.38,21365.25,21388.12,1117,300,0,21377.425954,21409.508092,21398.814046,21366.731907999998,0.0,0.0,0.0,0.0,0.0,21388.12,21399.63,-0.5755000000001018,0
2025-01-02 11:45:00,21388.0,21397.5,21384.5,21393.88,754,300,0,21383.183074,21415.273852000002,21404.576926,21372.486148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 11:50:00,21393.75,21396.25,21378.75,21383.0,768,300,0,21372.308514,21404.382972,21393.691486,21361.617028,1.0,21383.0,21389.75,0.3375,0.0,0.0,0.0,0.0,1
2025-01-02 11:55:00,21383.0,21401.88,21381.5,21400.88,723,300,0,21390.179574,21422.280852,21411.580426,21379.479148000002,0.0,0.0,0.0,0.0,0.0,21400.88,21402.12,-0.06199999999989814,0
2025-01-02 12:00:00,21400.75,21409.38,21390.75,21393.0,896,300,0,21382.303514,21414.392972,21403.696486,21371.607028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2025-01-02 12:05:00,21393.87,21396.12,21376.5,21392.0,871,300,0,21381.304014,21413.391972,21402.695986,21370.608028,0.0,0.0,0.0,0.0,0.0,21392.0,21440.13,-2.406500000000051,0
2025-01-02 12:10:00,21392.12,21393.5,21358.37,21368.37,886,300,0,21357.685829,21389.738342,21379.054171,21347.001657999997,1.0,21368.37,21436.37,3.4,0.0,0.0,0.0,0.0,1
